,name,cover,source,url,favorited,artist
214,Lumeo79Jb8Zt,https://i1.sndcdn.com/artworks-EFnBDQ40afk6bfvP-f3aWzw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lumeo79jb8zt.mp3?raw=true,https://soundcloud.com/user-836522875/lumeo79jb8zt,false,User 836522875
215,D28Lfmpfh95O,https://i1.sndcdn.com/artworks-j9zqM4zHgPpC39Ew-zUV3xw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/d28lfmpfh95o.mp3?raw=true,https://soundcloud.com/mamomop/d28lfmpfh95o,false,Mamomop
216,Freddie Dredd All Alone Slowed Reverb,https://i1.sndcdn.com/artworks-0tXlmkRSOkVY7c99-1L6HJw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/freddie-dredd-all-alone-slowed-reverb.mp3?raw=true,https://soundcloud.com/user-484282939/freddie-dredd-all-alone-slowed-reverb,false,User 484282939
217,Jakkajump,https://i1.sndcdn.com/artworks-XHRoMrxTyYEugGO9-yxmq8w-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/jakkajump.mp3?raw=true,https://soundcloud.com/korewamoemoemoe/jakkajump,false,Korewamoemoemoe
218,Toys,https://i1.sndcdn.com/avatars-000295523597-cu1sdg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/toys.mp3?raw=true,https://soundcloud.com/sylcmyk/toys,false,Sylcmyk
219,High,https://i1.sndcdn.com/avatars-aPXogjt1jfUkpBfY-AyyJSA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/high.mp3?raw=true,https://soundcloud.com/korewamoemoemoe/high,false,Korewamoemoemoe
220,About Tokyo,https://i1.sndcdn.com/artworks-JvkXDjbp2J1B7gft-v4b5iw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/about-tokyo.mp3?raw=true,https://soundcloud.com/lag_dream/about-tokyo,false,Lag_Dream
221,Lazysunday,https://i1.sndcdn.com/artworks-EIz9W4Mkw0uE9IYF-aMCgxQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lazysunday.mp3?raw=true,https://soundcloud.com/lofi_girl/lazysunday,false,Lofi_Girl
222,Full Colors,https://i1.sndcdn.com/artworks-000658507963-v6z2rr-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/full-colors.mp3?raw=true,https://soundcloud.com/korz-beats/full-colors,false,Korz Beats
223,A Day In The Park,https://i1.sndcdn.com/artworks-M0k24IT3yPMHhZBz-jGqSIg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/a-day-in-the-park.mp3?raw=true,https://soundcloud.com/kryolitemusic/a-day-in-the-park,false,Kryolitemusic
224,Yasuha Fly Day Chinatown Remix,https://i1.sndcdn.com/artworks-Mirhp6vdnzoBcD1c-u87m2g-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/yasuha-fly-day-chinatown-remix.mp3?raw=true,https://soundcloud.com/knightym8/yasuha-fly-day-chinatown-remix,false,Knightym8
225,Pridehehe,https://i1.sndcdn.com/artworks-ysSSePTAoSKEVqXU-7tNGRw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pridehehe.mp3?raw=true,https://soundcloud.com/filthagony/pridehehe,false,Filthagony
226,Bad Boujee,https://i1.sndcdn.com/artworks-000642236776-vwnxqm-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/bad-boujee.mp3?raw=true,https://soundcloud.com/imsynthion/bad-boujee,false,Imsynthion
227,Radio Love Highway,https://i1.sndcdn.com/artworks-RzDhGkSMy6zub9sy-kumdGw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/radio-love-highway.mp3?raw=true,https://soundcloud.com/nolan514/radio-love-highway,false,Nolan514
228,Thatguybt4 Purple Rose Genshin Impact Lisa Voice Remix,https://i1.sndcdn.com/artworks-3N3yzF78XFLHKKyF-fb0yrA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/thatguybt4-purple-rose-genshin-impact-lisa-voice-remix.mp3?raw=true,https://soundcloud.com/thatguybt4/thatguybt4-purple-rose-genshin-impact-lisa-voice-remix,false,Thatguybt4
229,Overcome Collection,https://i1.sndcdn.com/artworks-000662059240-9lwkjf-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/overcome-collection.mp3?raw=true,https://soundcloud.com/gmafiarecords/overcome-collection,false,Gmafiarecords
230,Riding Horse Day,https://i1.sndcdn.com/artworks-000347243751-dien5a-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/riding-horse-day.mp3?raw=true,https://soundcloud.com/creide13/riding-horse-day,false,Creide13
231,Watame Lon Head Rap,https://i1.sndcdn.com/artworks-0upe4IQHzBX60DNB-zBAbeQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/watame-lon-head-rap.mp3?raw=true,https://soundcloud.com/tsunomaki_watame/watame-lon-head-rap,false,Tsunomaki_Watame
232,Purple Potion Speechless X Rich Beatz,https://i1.sndcdn.com/artworks-000240416678-klk6g8-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/purple-potion-speechless-x-rich-beatz.mp3?raw=true,https://soundcloud.com/speechlesss/purple-potion-speechless-x-rich-beatz,false,Speechlesss
233,Um Can We Communicate,https://i1.sndcdn.com/artworks-dbqocpcCeXy44Hyh-XXesUQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/um-can-we-communicate.mp3?raw=true,https://soundcloud.com/kokonoku/um-can-we-communicate,false,Kokonoku
234,Motions,https://i1.sndcdn.com/avatars-aPXogjt1jfUkpBfY-AyyJSA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/motions.mp3?raw=true,https://soundcloud.com/korewamoemoemoe/motions,false,Korewamoemoemoe
235,Yuzu,https://i1.sndcdn.com/artworks-000336969252-m2rn2q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/yuzu.mp3?raw=true,https://soundcloud.com/tofiemusic/yuzu,false,Tofiemusic
236,Q Rabbit Internet Door,https://i1.sndcdn.com/artworks-eTfq1gtV3xGpuuc9-VGnevw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/q-rabbit-internet-door.mp3?raw=true,https://soundcloud.com/korewausa/q-rabbit-internet-door,false,Korewausa
237,Otachan Ed 1 Yung Bae Lonely Feeling Edit,https://i1.sndcdn.com/artworks-rZsmwu9iCUwWsXyv-ors0BA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/otachan-ed-1-yung-bae-lonely-feeling-edit.mp3?raw=true,https://soundcloud.com/user-133701584/otachan-ed-1-yung-bae-lonely-feeling-edit,false,User 133701584
238,Reaction Ft Slyleaf Osu Edit,https://i1.sndcdn.com/artworks-000544828683-irux9r-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/reaction-ft-slyleaf-osu-edit.mp3?raw=true,https://soundcloud.com/wimhh/reaction-ft-slyleaf-osu-edit,false,Wimhh
239,Drugg,https://i1.sndcdn.com/artworks-000597374984-8pxxhs-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/drugg.mp3?raw=true,https://soundcloud.com/chodeeater/drugg,false,Chodeeater
240,Hit Them Bricks,https://i1.sndcdn.com/artworks-000306646497-hdgoax-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hit-them-bricks.mp3?raw=true,https://soundcloud.com/sheltr666/hit-them-bricks,false,Sheltr666
241,Fun Run,https://i1.sndcdn.com/artworks-sMdPKkXwdhCdZJ1D-py4Uog-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/fun-run.mp3?raw=true,https://soundcloud.com/scottsemanski/fun-run,false,Scottsemanski
242,Pewdiepie Pug Lasagna Instrumental Soundtrack Interstellar Main Theme Abandoned Remix,https://i1.sndcdn.com/artworks-000510565704-j9umzt-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pewdiepie-pug-lasagna-instrumental-soundtrack-interstellar-main-theme-abandoned-remix.mp3?raw=true,https://soundcloud.com/houseandedmusic/pewdiepie-pug-lasagna-instrumental-soundtrack-interstellar-main-theme-abandoned-remix,false,Houseandedmusic
243,5Sovayebjhxi,https://i1.sndcdn.com/artworks-v0Udzx8C7Ayyp4rk-rBZeGQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/5sovayebjhxi.mp3?raw=true,https://soundcloud.com/saury315/5sovayebjhxi,false,Saury315
244,Icy Vindur,https://i1.sndcdn.com/artworks-000095891208-2ooi28-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/icy-vindur.mp3?raw=true,https://soundcloud.com/a-himitsu/icy-vindur,false,A Himitsu
245,Sexygroove,https://i1.sndcdn.com/artworks-W8xP9mJAGPVeUn90-tlSWlA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/sexygroove.mp3?raw=true,https://soundcloud.com/club2tokyo/sexygroove,false,Club2Tokyo
246,Kuiters Bubbles,https://i1.sndcdn.com/artworks-000140370764-xfils0-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kuiters-bubbles.mp3?raw=true,https://soundcloud.com/surrealrecordings/kuiters-bubbles,false,Surrealrecordings
247,Wonder Egg Priority,https://i1.sndcdn.com/artworks-yYRs7cNevChzWfvH-H9cXkg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wonder-egg-priority.mp3?raw=true,https://soundcloud.com/mogg812/wonder-egg-priority,false,Mogg812
248,Dj Ashlins House Mix,https://i1.sndcdn.com/artworks-000197096193-3u472z-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dj-ashlins-house-mix.mp3?raw=true,https://soundcloud.com/adgvlogs/dj-ashlins-house-mix,false,Adgvlogs
249,Anzious Currents,https://i1.sndcdn.com/avatars-000323777127-64iic7-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/anzious-currents.mp3?raw=true,https://soundcloud.com/anzious/anzious-currents,false,Anzious
250,Nyanners Foolish Heart Official Lyric Video,https://i1.sndcdn.com/artworks-qte3rZuoWyYEppg8-b3IEIQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/nyanners-foolish-heart-official-lyric-video.mp3?raw=true,https://soundcloud.com/n4med/nyanners-foolish-heart-official-lyric-video,false,N4Med
251,North Memphis,https://i1.sndcdn.com/artworks-000579150419-5hhyew-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/north-memphis.mp3?raw=true,https://soundcloud.com/pharmasix/north-memphis,false,Pharmasix
252,Lighters,https://i1.sndcdn.com/artworks-000413602935-0s6i6t-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lighters.mp3?raw=true,https://soundcloud.com/rinse-cycle/lighters,false,Rinse Cycle
253,Renai,https://i1.sndcdn.com/artworks-000195389409-vnto2o-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/renai.mp3?raw=true,https://soundcloud.com/season-team/renai,false,Season Team
254,Busta Rhymes Goes To The Wii Shop Channel,https://i1.sndcdn.com/artworks-000095325576-o5pveo-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/busta-rhymes-goes-to-the-wii-shop-channel.mp3?raw=true,https://soundcloud.com/datmanovader/busta-rhymes-goes-to-the-wii-shop-channel,false,Datmanovader
255,Madretsma,https://i1.sndcdn.com/artworks-000465176154-6mxzqb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/madretsma.mp3?raw=true,https://soundcloud.com/lars-dietrich/madretsma,false,Lars Dietrich
256,To Love Somebody,https://i1.sndcdn.com/artworks-JqoZQLsfek8A3jHL-R0LrFg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/to-love-somebody.mp3?raw=true,https://soundcloud.com/ohayonanoja/to-love-somebody,false,Ohayonanoja
257,Kk House Remix,https://i1.sndcdn.com/artworks-hxaazA4UKz7KKUo0-wryieA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kk-house-remix.mp3?raw=true,https://soundcloud.com/neonvectors/kk-house-remix,false,Neonvectors
258,Move You Booty,https://i1.sndcdn.com/artworks-v0J3dyPzqmlDRnT8-VSncOA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/move-you-booty.mp3?raw=true,https://soundcloud.com/prodpoob/move-you-booty,false,Prodpoob
259,Travis Domain Instrumental,https://i1.sndcdn.com/artworks-OTx76TRNEyp0UzCh-lxzWng-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/travis-domain-instrumental.mp3?raw=true,https://soundcloud.com/trashz3nt/travis-domain-instrumental,false,Trashz3Nt
260,Pixel Galaxy Slowerer,https://i1.sndcdn.com/artworks-X5rZQun4J6mgM37H-b0zMfQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pixel-galaxy-slowerer.mp3?raw=true,https://soundcloud.com/rush-garcia-297954716/pixel-galaxy-slowerer,false,Rush Garcia 297954716
261,Moshino X Soulsweep Heartsick,https://i1.sndcdn.com/artworks-000642955525-hfolp5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/moshino-x-soulsweep-heartsick.mp3?raw=true,https://soundcloud.com/soulsweepmusic/moshino-x-soulsweep-heartsick,false,Soulsweepmusic
262,Love Is A War,https://i1.sndcdn.com/artworks-000279095972-2l8e78-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/love-is-a-war.mp3?raw=true,https://soundcloud.com/yungdojikko/love-is-a-war,false,Yungdojikko
263,Rabbit House J Core Remix,https://i1.sndcdn.com/artworks-u5IKzj2KKHcUwwng-xFS5yQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/rabbit-house-j-core-remix.mp3?raw=true,https://soundcloud.com/dksslqj/rabbit-house-j-core-remix,false,Dksslqj
264,No Time For You,https://i1.sndcdn.com/artworks-pENOGRplgZvqvGXs-vEArtQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/no-time-for-you.mp3?raw=true,https://soundcloud.com/necroez/no-time-for-you,false,Necroez
265,Musickizuna Ai Again Moe Shop,https://i1.sndcdn.com/artworks-cWIbJROAsb4tR2gG-mURmkw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/musickizuna-ai-again-moe-shop.mp3?raw=true,https://soundcloud.com/chara-2070269/musickizuna-ai-again-moe-shop,false,Chara 2070269
266,Ghostface Playa X 4Our5Ive Valhalla,https://i1.sndcdn.com/artworks-000641096086-je7ktg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ghostface-playa-x-4our5ive-valhalla.mp3?raw=true,https://soundcloud.com/ghostfaceplaya/ghostface-playa-x-4our5ive-valhalla,false,Ghostfaceplaya
267,Rameses B Thinking About You,https://i1.sndcdn.com/artworks-vh98Q4s3QFJT23EV-FvvRqg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/rameses-b-thinking-about-you.mp3?raw=true,https://soundcloud.com/monstercat/rameses-b-thinking-about-you,false,Monstercat
268,Beach,https://i1.sndcdn.com/artworks-000334822761-l6eqvh-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/beach.mp3?raw=true,https://soundcloud.com/ollygon/beach,false,Ollygon
269,Gomamayo,https://i1.sndcdn.com/artworks-pTznz1D3D44xc2kC-hCBaEg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gomamayo.mp3?raw=true,https://soundcloud.com/thinaticsystem/gomamayo,false,Thinaticsystem
270,Love Taste,https://i1.sndcdn.com/artworks-000163978455-m5bld7-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/love-taste.mp3?raw=true,https://soundcloud.com/moeshop/love-taste,false,Moeshop
271,Califormula,https://i1.sndcdn.com/artworks-000146006976-yhzl9l-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/califormula.mp3?raw=true,https://soundcloud.com/tarroofficial/califormula,false,Tarroofficial
272,Wvlf X Uth Fruit Finn And Jake,https://i1.sndcdn.com/artworks-000185743137-1rj4du-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wvlf-x-uth-fruit-finn-and-jake.mp3?raw=true,https://soundcloud.com/icon-tokyo/wvlf-x-uth-fruit-finn-and-jake,false,Icon Tokyo
273,Again,https://i1.sndcdn.com/artworks-Lg2Ehkuy2PruN9Ia-JXUkrQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/again.mp3?raw=true,https://soundcloud.com/fruitsbasket1/again,false,Fruitsbasket1
274,Gotta Get This Money,https://i1.sndcdn.com/artworks-000254984042-ola88b-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gotta-get-this-money.mp3?raw=true,https://soundcloud.com/skuccimusic/gotta-get-this-money,false,Skuccimusic
275,Hard Bass School Narkotik Kal,https://i1.sndcdn.com/artworks-000029532559-m0dout-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hard-bass-school-narkotik-kal.mp3?raw=true,https://soundcloud.com/matrasss/hard-bass-school-narkotik-kal,false,Matrasss
276,Phases,https://i1.sndcdn.com/artworks-000226447460-8ejxv9-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/phases.mp3?raw=true,https://soundcloud.com/vessence/phases,false,Vessence
277,Machine Girl Krystle Url,https://i1.sndcdn.com/artworks-000071079806-g6l589-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/machine-girl-krystle-url.mp3?raw=true,https://soundcloud.com/dredcollective/machine-girl-krystle-url,false,Dredcollective
278,Dr Dre The Next Episode San Holo Remix,https://i1.sndcdn.com/artworks-000097811063-3fv2dn-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dr-dre-the-next-episode-san-holo-remix.mp3?raw=true,https://soundcloud.com/electricspark/dr-dre-the-next-episode-san-holo-remix,false,Electricspark
279,Duffy Mercy Unes T Zhou Remix,https://i1.sndcdn.com/artworks-000383769693-s0gcrg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/duffy-mercy-unes-t-zhou-remix.mp3?raw=true,https://soundcloud.com/itsaxam/duffy-mercy-unes-t-zhou-remix,false,Itsaxam
280,Blushu,https://i1.sndcdn.com/artworks-znZPCowEafTbhvxd-kyVr1Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/blushu.mp3?raw=true,https://soundcloud.com/i-am-aika/blushu,false,I Am Aika
281,These Kinds Of Songs Are Always Named After Fruity Soda But Then This Song Gets Crazy Root Beer,https://i1.sndcdn.com/artworks-000486544791-33h2dt-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/these-kinds-of-songs-are-always-named-after-fruity-soda-but-then-this-song-gets-crazy-root-beer.mp3?raw=true,https://soundcloud.com/itssaltysweet/these-kinds-of-songs-are-always-named-after-fruity-soda-but-then-this-song-gets-crazy-root-beer,false,Itssaltysweet
282,Mezame Eurythmics Bermei,https://i1.sndcdn.com/artworks-dt4k9FiffkqypxvE-GtX6Hg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mezame-eurythmics-bermei.mp3?raw=true,https://soundcloud.com/user-248092619/mezame-eurythmics-bermei,false,User 248092619
283,Nineteen Master Digital,https://i1.sndcdn.com/artworks-000419144604-1bewlq-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/nineteen-master-digital.mp3?raw=true,https://soundcloud.com/robarousal/nineteen-master-digital,false,Robarousal
284,Daredevil,https://i1.sndcdn.com/artworks-000670012297-blxm49-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/daredevil.mp3?raw=true,https://soundcloud.com/ghostfaceplaya/daredevil,false,Ghostfaceplaya
285,Backwhen Racks 2,https://i1.sndcdn.com/artworks-000216101533-av7j1r-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/backwhen-racks-2.mp3?raw=true,https://soundcloud.com/chillchildren/backwhen-racks-2,false,Chillchildren
286,Heart Gear Self Mastered,https://i1.sndcdn.com/artworks-000577507175-1n01xs-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/heart-gear-self-mastered.mp3?raw=true,https://soundcloud.com/midnightbound/heart-gear-self-mastered,false,Midnightbound
287,Tapi Tapi,https://i1.sndcdn.com/artworks-000588221324-2sg8ug-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/tapi-tapi.mp3?raw=true,https://soundcloud.com/moeshop/tapi-tapi,false,Moeshop
288,Super Carti 64,https://i1.sndcdn.com/artworks-000673266376-gdk3m9-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/super-carti-64.mp3?raw=true,https://soundcloud.com/itsyungtaji/super-carti-64,false,Itsyungtaji
289,Gems W Sin,https://i1.sndcdn.com/artworks-000325206916-m5xwer-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gems-w-sin.mp3?raw=true,https://soundcloud.com/puarbeats/gems-w-sin,false,Puarbeats
290,Mrbrightside,https://i1.sndcdn.com/artworks-000192691693-p5n18s-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mrbrightside.mp3?raw=true,https://soundcloud.com/twofriendsremixes/mrbrightside,false,Twofriendsremixes
291,S 1,https://i1.sndcdn.com/artworks-000259731017-g2slbu-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/s-1.mp3?raw=true,https://soundcloud.com/noble-reblended/s-1,false,Noble Reblended
292,Cancer,https://i1.sndcdn.com/artworks-000226938505-tmf5u2-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/cancer.mp3?raw=true,https://soundcloud.com/feeneyyy/cancer,false,Feeneyyy
293,Koven Stars Oliverse Remix,https://i1.sndcdn.com/artworks-dOlUaTfBya4uKNSi-48cRjA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/koven-stars-oliverse-remix.mp3?raw=true,https://soundcloud.com/monstercat/koven-stars-oliverse-remix,false,Monstercat
294,Toradora Ed 1 Vanilla Salt,https://i1.sndcdn.com/artworks-000147289644-tgr1pz-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/toradora-ed-1-vanilla-salt.mp3?raw=true,https://soundcloud.com/clay-candra/toradora-ed-1-vanilla-salt,false,Clay Candra
295,Spicy Kotori Remix,https://i1.sndcdn.com/artworks-DbTwFfp1QNeQV3Fc-Sr03ag-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/spicy-kotori-remix.mp3?raw=true,https://soundcloud.com/imkotori/spicy-kotori-remix,false,Imkotori
296,D 8 Romance,https://i1.sndcdn.com/avatars-e0dxRuonWSemq9m1-zvoylw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/d-8-romance.mp3?raw=true,https://soundcloud.com/user-909844975/d-8-romance,false,User 909844975
297,02 Umi Ga Kikoeru,https://i1.sndcdn.com/artworks-000116256229-t9zsxb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/02-umi-ga-kikoeru.mp3?raw=true,https://soundcloud.com/minako_love/02-umi-ga-kikoeru,false,Minako_Love
298,Banira,https://i1.sndcdn.com/artworks-000149281624-zcqfan-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/banira.mp3?raw=true,https://soundcloud.com/peachwind/banira,false,Peachwind
299,Crypt1K Fiend,https://i1.sndcdn.com/artworks-44CzkFULutobY0SO-LoWQxw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/crypt1k-fiend.mp3?raw=true,https://soundcloud.com/user-925529289/crypt1k-fiend,false,User 925529289
300,Lets Get Together,https://i1.sndcdn.com/artworks-000254513153-9rxky8-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lets-get-together.mp3?raw=true,https://soundcloud.com/sleepover-gossip/lets-get-together,false,Sleepover Gossip
301,Wonderful Wonder,https://i1.sndcdn.com/artworks-000517860249-q9jpwv-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wonderful-wonder.mp3?raw=true,https://soundcloud.com/bradamante_fate/wonderful-wonder,false,Bradamante_Fate
302,Coffee Instrumental,https://i1.sndcdn.com/artworks-000209610742-0084fa-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/coffee-instrumental.mp3?raw=true,https://soundcloud.com/acestoaces/coffee-instrumental,false,Acestoaces
303,Yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,https://i1.sndcdn.com/artworks-f65EsZdOcNla1Aux-vlKaVA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii.mp3?raw=true,https://soundcloud.com/ohnowearefucked/yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,false,Ohnowearefucked
304,E Girls Are Ruining My Life W Savage Gap,https://i1.sndcdn.com/artworks-koTWinojIz2FO7fY-TdLOhQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/e-girls-are-ruining-my-life-w-savage-gap.mp3?raw=true,https://soundcloud.com/corpse_husband/e-girls-are-ruining-my-life-w-savage-gap,false,Corpse_Husband
305,Her,https://i1.sndcdn.com/artworks-VXvFupu2icNzYUIx-VzSHZg-large.png,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/her.mp3?raw=true,https://soundcloud.com/nemuiiiiiii-404/her,false,Nemuiiiiiii 404
306,Tia Deal With The Devil Kakegurui Op,https://i1.sndcdn.com/artworks-000673525021-44270l-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/tia-deal-with-the-devil-kakegurui-op.mp3?raw=true,https://soundcloud.com/nactojka/tia-deal-with-the-devil-kakegurui-op,false,Nactojka
307,Glue70 Casin,https://i1.sndcdn.com/artworks-000172363829-hg3tge-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/glue70-casin.mp3?raw=true,https://soundcloud.com/puppetchardmusic/glue70-casin,false,Puppetchardmusic
308,Want You Bad,https://i1.sndcdn.com/artworks-000389509455-csfyy5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/want-you-bad.mp3?raw=true,https://soundcloud.com/itsreallyredhands/want-you-bad,false,Itsreallyredhands
309,Kaskade Will K Flip Reset,https://i1.sndcdn.com/artworks-GN2UZVsEreLAm6VD-Lrdm4g-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kaskade-will-k-flip-reset.mp3?raw=true,https://soundcloud.com/monstercat/kaskade-will-k-flip-reset,false,Monstercat
310,Satelitememories,https://i1.sndcdn.com/artworks-SJemwtTntKOkbBMz-4hFhUQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/satelitememories.mp3?raw=true,https://soundcloud.com/qutabire/satelitememories,false,Qutabire
